Id,SalesPrice
1461,38290406.35
1462,50045432.59
1463,53022647.99
1464,53261449
1465,46014264.04
1466,51452130.25
1467,47674511.98
1468,47694447.01
1469,47937662.01
1470,39926010.34
1471,49767425.26
1472,45184767.76
1473,45912485.79
1474,49640572.91
1475,37126869.63
1476,64633740.05
1477,50971267.74
1478,58116361.5
1479,56119386.43
1480,83495507.99
1481,65572329.85
1482,48654229
1483,45244004.71
1484,43449295.77
1485,45512450.96
1486,53003419.18
1487,66086853.44
1488,52435869.92
1489,43567043.41
1490,52270680.06
1491,52463069.49
1492,38889908.15
1493,46955190.59
1494,63239501.1
1495,65748212.52
1496,52794361.28
1497,51534882.06
1498,44983947.11
1499,44116598.82
1500,46646516.81
1501,59452434.68
1502,41803403.38
1503,51294909.86
1504,56841168.38
1505,51941270.44
1506,56376301.58
1507,69064739.78
1508,55370183.56
1509,50369222.55
1510,46707454.33
1511,45652946.62
1512,53726111.6
1513,50105413.21
1514,58010881.34
1515,65768726.61
1516,50777843.79
1517,46949848.18
1518,50172542.54
1519,56567718.25
1520,44811075.55
1521,46180631.92
1522,54083605.42
1523,45168259.19
1524,40339329.89
1525,40488476.46
1526,40327799.39
1527,36840350.17
1528,45852076.61
1529,42503559.91
1530,52691859.14
1531,59014062.14
1532,40448096.85
1533,41801539.27
1534,44046272.48
1535,52562043.99
1536,43779497.13
1537,34812609.28
1538,49486218.37
1539,57314291.56
1540,60103635.58
1541,46970180.79
1542,52087000
1543,59087982.31
1544,36437088.84
1545,42629298.19
1546,41786599.61
1547,49938851.66
1548,48249797.45
1549,41403080.29
1550,49442377.83
1551,43319366.6
1552,56014429.08
1553,51171869.9
1554,45349353.74
1555,52787195.94
1556,42730318.37
1557,49024339.4
1558,38861210.72
1559,54004402.69
1560,52627048.57
1561,57271970.81
1562,36682198.16
1563,40214435.65
1564,49136784.34
1565,46244890.98
1566,51929519.03
1567,34582294.4
1568,62216184.99
1569,46763568.05
1570,37391960.06
1571,41582249.4
1572,46100464.71
1573,52387307.97
1574,44284954.71
1575,53077772.18
1576,57237996.59
1577,44460202.07
1578,45653604.62
1579,40763289.97
1580,52264094.61
1581,38944343.51
1582,38386482.16
1583,64452542.03
1584,59856799.31
1585,41069571.78
1586,30457049.5
1587,36851994.06
1588,46792500.31
1589,41029282.36
1590,42406081.54
1591,39300233.15
1592,46327241.79
1593,37756724
1594,64626835.48
1595,51097579.46
1596,63542397.2
1597,63391751.54
1598,49312453.59
1599,42612239.91
1600,43982517.27
1601,32076001.25
1602,41384938.57
1603,37305789.87
1604,57452196.82
1605,56645414.82
1606,47746830.93
1607,57198832.95
1608,46766437.35
1609,43615932.9
1610,46158545.97
1611,42903209.72
1612,47205068.03
1613,46824040.3
1614,42483020.3
1615,43005871.18
1616,41617864.14
1617,41948574.12
1618,38682731.17
1619,36240660.28
1620,65101622.72
1621,44956590.72
1622,50157110.38
1623,56374969.31
1624,56253167.31
1625,38176895.78
